document_name,content,chunk_idex
java面试八股文MySQL篇.docx,"查找数据的时候依然需要去找许多层级，才能找到想要的数据，所以红黑树的效率也不高。
那么有效率高的树吗？有的，接下来我们介绍一下B树。
B-Tree，B树是一种多叉路衡查找树，相对于二叉树，B树每个节点可以有多个分支，即多叉。
![image](/files/71fd5eb0-dd10-4052-8473-b466bd1e965b/file-preview)
如图所示，以一棵最大度数（max-degree）为5（5阶）的b-tree为例，那这个B树每个节点最多存储4个key。
每一个节点最多能有5个子节点（比如根节点就有5个子节点），每个节点最多能存储4个key（比如根节点就存储了4个key），当前的根节点上有4个key：20、30、62、89，它跟之前的二叉树的特点是一样的：左边小右边大，并且每个key都有指针。
什么是指针？图中的灰色部分存储的就是指针，它所指向的是子节点的数据，比如根节点最左边的key是20，它左边的灰色部分所对应的就是20以内的数据，可以看到指向的节点有3个key：10、15、18，这些数据都是比20要小的。
再往右一个指针所对应的就是20到30之间的数据，可以看到指向的节点有3个key：23、25、28，这些数据都是在20到30之间的。
其中每个key也存储了对应的数据，比如刚才说的最左边的key是20，它下面的绿色部分就是20所对应的数据。
总体来说，相对于二叉树，B树是一个矮胖树，因为分支比较多，所以它的查找层级就比较短，效率当然就比较高了。
注意我们当时说MySQL用的是B+树，并非B树，因为B+树比B树更加优秀，接下来分析一下B+树的特点。
B+Tree是在BTree基础上的一种优化，使其更适合实现外存储索引结构，InnoDB存储引擎（MySQL默认的存储引擎）就是用B+Tree实现其索引结构。",11
java面试八股文MySQL篇.docx,"B+Tree是在BTree基础上的一种优化，使其更适合实现外存储索引结构，InnoDB存储引擎（MySQL默认的存储引擎）就是用B+Tree实现其索引结构。
![image](/files/f2820faf-5599-47f1-9386-a1dc7a9dbeeb/file-preview)
如图所示，这不是刚才的B树吗？看着差不多，其实也有不一样的地方。
B+树也是多阶的，这一点跟B树是一样的，不同的点在于：非叶子节点只存储指针，不存储数据。那么在哪里存储数据呢？只有在叶子节点才会真正地存储数据。
上面的非叶子节点的主要作用就是导航找到下面的叶子节点，然后获取数据的，并且可以看到非叶子节点上比如“38”，在叶子节点上也能找到“38”，同样也能找“58”所对应的数据。
B树与B+树对比（相对于B树的特点）：
1、磁盘读写代价B+树更低；
主要指的是非叶子节点不存储任何的数据，只存储指针，相对来说存储的压力很低。
当我们去查找数据的时候，比如查找“12”，如果是B树：首先找到根节点比如“38”和“67”中的“38”，再把“38”的数据给查询出来，因为“12”比“38”小，所以找左边，然后就找到了“16”和“29”，再把“16”和“29”的数据查询出来，最终才能定位到“12”这个数据。
其中在路径上的这些节点是包含数据的，会把数据的加载出来，我们只需要“12”的数据，所以它会额外去加载其他的数据。
但B+树不一样，它只在叶子节点上存储数据，非叶子节点上面存储的是指针，这些指针只是为了方便找到叶子节点中的数据，相当于导航，所以它的效率要高很多，磁盘读写代价更低一些。
2、查询效率B+树更加稳定；
因为B+树所有的数据都存储在叶子节点上，跟B树一样，查找数据的时候都是从根节点上一个一个地往下面对比，最终都要到叶子节点上去获取数据，其实查找路径是差不多的，所以说查询效率比较稳定。",12
java面试八股文MySQL篇.docx,"3、B+树便于扫库和区间查询。
B+树的叶子节点之间是使用双向指针进行连接的，在进行范围查询的时候更加方便，比如要找“6到34之间”的数据，首先去根节点对比一次，然后走左边找到“16”，再走左边找到“6”，由于节点之间有双向指针，所以可以一次性拿到所有的数据，其他数据不需要再次从根节点找一次，效率更高了，所以说B+树更方便扫库和区间查询。
总结
面试官：“了解过索引吗？（什么是索引）”
1、索引（index）是帮助MySQL高效获取数据的数据结构（有序）；
2、提高数据检索的效率，降低数据库的IO成本（不需要全表扫描，因为使用的是B+树，它的查找层级更短，效率当然提升了）；
3、通过索引列对数据进行排序，降低数据排序的成本，降低了CPU的消耗（间接。因为在创建索引的时候就需要进行排序了）。
面试官：“索引的底层数据结构了解过嘛？”
MySQL的InnoDB引擎（默认）采用的B+树的数据结构来存储索引。特点：
1、阶数更多，路径更短（因为是矮胖树，寻找的层级比较短，性能比较高）；
2、磁盘读写代价B+树更低，非叶子节点只存储指针，叶子节点存储数据；
3、B+树便于扫库和区间查询，叶子节点是一个双向链表。
模板
面试官：“了解过索引吗？（什么是索引）”
答：“索引在项目中还是比较常见的，它是帮助MySQL高效获取数据的数据结构，主要是用来提高数据检索的效率，降低数据库的IO成本，同时通过索引列对数据进行排序，降低数据排序的成本，也能降低CPU的消耗。”
面试官：“索引的底层数据结构了解过嘛？”
答：“MySQL的默认的存储引擎是InnoDB采用的B+树的数据结构来存储索引，选择B+树的主要原因是：第一阶数更多，路径更短，第二个磁盘读写代价B+树更低，非叶子节点只存储指针，叶子节点存储数据，第三是B+树便于扫库和区间查询，叶子节点是一个双向链表。",13
java面试八股文MySQL篇.docx,"面试官：“B树和B+树的区别是什么呢？”
答：“第一：在B树中，非叶子节点和叶子节点都会存放数据，而B+树的所有的数据都会出现在叶子节点，在查询的时候，B+树查找效率更加稳定。
第二：在进行范围查询的时候，B+树效率更高，因为B+树都在叶子节点存储，并且叶子节点是一个双向链表。”
聚簇索引和非聚簇索引、回表查询
前言
面试官：“什么是聚簇索引（聚集索引）？什么是非聚簇索引（二级索引）？”
可能还会接着问：“什么是回表（查询）？”
其实回表查询跟聚簇索引和非聚簇索引是有很大的关系的。
![image](/files/ca09b13b-696c-4e3d-80cb-85279ba84e71/file-preview)
聚集索引（Clustered Index）的含义是讲数据存储与索引放到了一块，索引结构的叶子节点保存了行数据（整行的数据），特点是必须有，而且只有一个。
二级索引（Secondary Index）的含义是将数据与索引分开存储，索引结构的叶子节点关联的是对应的主键，特点是可以存在多个。
当然一个表中并不是所有字段都可以当作聚集索引，这里面有许多选取的规则。
聚集索引选取规则：
1、如果（当前的表中）存在主键，主键索引（主键）就是聚集索引；
2、如果不存在主键，将使用第一个唯一（UNIQUE）索引作为聚集索引；
3、如果表没有主键，或没有合适的唯一索引，则InnoDB会自动生成一个rowid作为隐藏的聚集索引。
所以说聚集索引是必须要有的，并且只能有一个。二级索引在表中就能有多个，比如在下图的表中的“name”添加了索引，那么这个“name”就是二级索引，它在B+树中存储的是对应的主键。",14
java面试八股文MySQL篇.docx,"所以说聚集索引是必须要有的，并且只能有一个。二级索引在表中就能有多个，比如在下图的表中的“name”添加了索引，那么这个“name”就是二级索引，它在B+树中存储的是对应的主键。
![image](/files/6c3d9466-9945-4a99-acfe-4ea3bb6ebcd9/file-preview)
但如果是聚集索引的话，比如说是主键，它所存储的是整行数据，下面详细说明一下。
什么是聚簇索引和非聚簇索引？
如图所示，当前这个表是有id的，其实id就是聚集索引。
![image](/files/6c3d9466-9945-4a99-acfe-4ea3bb6ebcd9/file-preview)
在B+树中是如下图所示的数据结构。当前的key所对应的都是表中的主键，注意当前叶子节点中所对应的是整行的记录，所以叶子节点下面会有一个“row”，比如当前的“5”对应的就是id为“5”的一整行的数据。
![image](/files/cf17cc15-746c-4a7e-879e-bb0ccec6b30e/file-preview)
当我们给表中的“name”添加了索引，它的数据结构如下图所示。“Lee”、“Rose”等都是“name”所对应的值，这些值真正存储的地方是叶子节点，这里叶子节点存储的不是一行记录，而是这个数据对应的主键值。
![image](/files/ab223f2a-6752-4bec-b4e1-f42a302717a7/file-preview)
比如当前的“Arm”对应的就是主键“10”的记录，其他的也是一样。
![image](/files/ee855a3b-2887-487b-9bc7-e94f86a4b4a2/file-preview)
这就是在创建索引的时候，它们底层存储的结构。
回表查询
还是以刚才的聚集索引和二级索引为例。",15
java面试八股文MySQL篇.docx,"回表查询
还是以刚才的聚集索引和二级索引为例。现在有一条查询语句：select * from user where name = ‘Arm’;
![image](/files/f357a690-bfde-45f2-82b4-96083b7dba3a/file-preview)
那么这条语句会先走哪个索引呢？因为刚才给“name”字段添加了索引，所以它会走二级索引，会拿“Arm”到根节点“Lee”去比对，而“A”在“L”的左边，就往左边走，然后跟“Geek”比对，而“A”在“G”的左边，最后“A”就定位到了“Arm”。
注意语句里面是“*”，当前的二级索引是不能拿到所有数据的，只能拿到一个主键值“10”，这时候它需要拿着“10”再到聚集索引中找，到根节点的“15”去比对，“10”比“15”小，所以走左边，最后找到了“10”就可以定位当前“10”的数据了，这里叶子节点保存的是整行的数据。
以上的过程就是回表查询，简单来说就是先通过二级索引找到主键值，然后拿主键再到聚集索引中找到整行的数据。
总结
面试官：“什么是聚簇索引？什么是非聚簇索引？”
1、聚簇索引（聚集索引）：数据与索引放到一块，B+树的叶子节点保存了整行数据，有且只有一个（一般都是主键）；
2、非聚簇索引（二级索引）：数据与索引分开存储，B+树的叶子节点保存对应的主键（值），可以有多个。（我们单独给字段创建的索引大部分都是二级索引）
面试官：“知道什么是回表查询吗？”
通过二级索引找到对应的主键值，到聚集索引中查找整行数据，这个过程就是回表，实际面试过程中可能直接问的就是这个问题，我们还是要先去介绍一下什么是聚集索引和二级索引，再解释回表查询。
模板
面试官：“什么是聚簇索引？什么是非聚簇索引？”
答：“聚簇索引主要是数据与索引放到一块，B+树的叶子节点保存了整行数据，有且只有一个，一般情况下主键作为聚簇索引。",16
java面试八股文MySQL篇.docx,"模板
面试官：“什么是聚簇索引？什么是非聚簇索引？”
答：“聚簇索引主要是数据与索引放到一块，B+树的叶子节点保存了整行数据，有且只有一个，一般情况下主键作为聚簇索引。
非聚簇索引指的是数据与使用分开存储，B+树的叶子节点保存对应的主键，可以有多个，一般我们自己定义的索引都是非聚簇索引。”
面试官：“知道什么是回表查询嘛？”
答：“其实跟刚才介绍的聚簇索引和非聚簇索引是有关系的，回表的意思介绍通过二级索引找到对应的主键值，然后再通过主键值找到聚集索引中所对应的整行数据，这个过程就是回表。”
备注：如果面试官直接问回表，则需要先介绍聚簇索引和非聚簇索引。
覆盖索引、超大分页优化
前言
面试官：“知道什么叫覆盖索引嘛？”
首先了解一下覆盖索引的概念。覆盖索引是指查询使用了索引，并且需要返回的列，在该索引中已经全部能够找到。
例如现在有一张表，其中“id”为主键，默认是主键索引（聚集索引），“name”字段为普通索引。
![image](/files/fe23f9b0-1471-4a8a-9b0e-1eeb9acb135c/file-preview)
“gender”和“createdate”是没有索引的，下面分析一下哪些sql是覆盖索引，哪些不是？
![image](/files/1fb99c64-c4cf-4265-bbd7-3bd98cbecefb/file-preview)
第一条sql是覆盖索引，因为它是根据id查询的，id默认是主键索引（聚集索引），对应的就是一整行的记录（数据），虽然查询的是“*”，但是也能一次性从索引中查询所有的数据。
第二条sql是覆盖索引，它的返回值是id和name，这时候走的就是name这个二级索引，可以找到id和name。这个“Arm”本身会添加到索引中，其中二级索引中还包含了id值，所以这两个值一次性都能查询出来。",17
java面试八股文MySQL篇.docx,"这个“Arm”本身会添加到索引中，其中二级索引中还包含了id值，所以这两个值一次性都能查询出来。
第三条sql不是覆盖索引，是非覆盖索引（需要回表查询），它的返回值是id、name和gender，这时候走的也是name这个二级索引，二级索引里面只有id和name，没有gender。
当然关于覆盖索引，还有另外一道面试题：
面试官：“MySQL超大分页怎么处理？”
这很显然是一个优化的面试题，我们要优化分页，其实就可以使用覆盖索引解决。
覆盖索引
覆盖索引是指查询使用了索引，并且需要返回的列，在该索引中已经全部能够找到。
![image](/files/fe23f9b0-1471-4a8a-9b0e-1eeb9acb135c/file-preview)
如图所示，id是主键，主键会创建一个聚集索引。
![image](/files/c6534de3-809e-4640-8285-a4fcc8ca109d/file-preview)
每个节点存储的是id值，叶子节点下面存储对应的整行的记录（数据）。
其中我们也给name创建了索引，属于二级索引，节点里面包含了name字段的值，叶子节点下面包含了对应的主键值。
![image](/files/c2cba7ec-6f88-4c6c-be5d-bbac79132608/file-preview)
我们先看第一条sql，条件显然是id，优先走聚集索引，它会拿“2”跟根节点的“5”进行比对，“2”比“5”小走左边，然后就找到整行的记录了，并不需要额外的再次查询，一次性就能把所有的数据都能够找到，这就是覆盖索引。
接下来看第二条sql，条件是name，走辅助索引（二级索引），拿“Arm”跟“Lee”比对，走左边找到“Arm”，还有“Arm”对应的主键值，注意当前这条语句的返回值是id和name，显然是能够找到的，所以它也是覆盖索引。",18
java面试八股文MySQL篇.docx,"第三条sql的条件是name，还是走辅助索引，找到当前的“Arm”，但是返回值里面不只有id和name，还有一个gender。二级索引里面没有gender，这时候会拿id的值到聚集索引中再次查找，最后找到对应的一行记录，把数据拿到，这里就产生了回表查询了，很显然它不是覆盖索引。
一次性查询的效率肯定是要高的，回表查询相对来说效率就不高了。
MySQL超大分页处理
比如当前某一个表的数据量比较大时，如果进行limit分页查询，在查询时，越往后，分页查询效率越低。
![image](/files/6d5b22d0-a4d1-40b0-9585-0ae1ab90ccef/file-preview)
第一条sql依次查询了前10条的数据，它的查询效率很高。
第二条sql的效率很低，因为当在进行分页查询时，如果执行limit 9000000,10，此时需要MySQL排序前9000010记录，仅仅返回9000000–9000010的记录，其他记录丢弃，查询排序的代价非常大。
接下来用覆盖索引解决。
优化思路：一般分页查询时，通过创建覆盖索引能够比较好地提高性能，可以通过覆盖索引加子查询形式进行优化。
![image](/files/f6e8e9e6-fb43-43e2-9c1c-c00cea6952d9/file-preview)
具体的sql如图所示。从表中查询id的时候先根据id排序，然后再截取9000000–9000010这10条记录，注意根据id排序和返回id的时候走的是覆盖索引，可以在索引中直接找到，这个性能就比较高了。
然后再跟之前的表做关联，做一个等价查询，它的性能就有所提升了。以下是三次测试的结果，不同的页面测试的结果是不一样的。",19
java面试八股文MySQL篇.docx,"然后再跟之前的表做关联，做一个等价查询，它的性能就有所提升了。以下是三次测试的结果，不同的页面测试的结果是不一样的。
![image](/files/a80bce6d-d1a9-4194-9a32-e69f354d639e/file-preview)
相比先前的11s，可以发现性能是明显得到提升的。
总结
面试官：“知道什么叫覆盖索引嘛？”
覆盖索引是指查询使用了索引，返回的列，必须在索引中全部能够找到。
1、使用id查询，直接走聚集索引查询，一次索引扫描，直接返回数据，性能高。
2、如果返回的列中没有创建索引，有可能会触发回表查询，尽量避免使用select *（在平时的开发中）。
面试官：“MySQL超大分页怎么处理？”
首先我们要知道这是什么问题：在（有一张表的）数据量比较大时，limit分页查询，需要对数据进行排序，效率低。
解决方案：覆盖索引+子查询。
当然可以具体说一下使用的方式，比如我们先分页查询获取表中的id，并且对表的id进行排序，就能筛选出我们分页之后的id集合，因为id是覆盖索引，所以我们操作id的时候效率是比较高的，最后再用这个id集合到原来的表中做关联查询，效率就能得到提升了。
模板
面试官：“知道什么叫覆盖索引嘛？”
答：“覆盖索引是指select查询语句使用了索引，返回的列，必须在索引中全部能够找到，如果我们使用id查询，它会直接走聚集索引查询，一次索引扫描，直接返回数据，性能高。
如果按照二级索引查询数据的时候，返回的列中没有创建索引，有可能会触发回表查询，尽量避免使用select *，尽量使返回的列中都包含添加索引的字段。”
面试官：“MySQL超大分页怎么处理？”
答：“超大分页一般都是在数据量比较大时，我们使用了limit分页查询，并且需要对数据进行排序，这个时候效率就很低，我们可以采用覆盖索引和子查询来解决。",20
java面试八股文MySQL篇.docx,"面试官：“MySQL超大分页怎么处理？”
答：“超大分页一般都是在数据量比较大时，我们使用了limit分页查询，并且需要对数据进行排序，这个时候效率就很低，我们可以采用覆盖索引和子查询来解决。
先分页查询数据的id字段，确定了id之后，再用子查询来过滤，只查询这个id列表中的数据就可以了，因为查询id的时候，走的覆盖索引，所以效率可以提升很多。”
索引创建的原则
前言
面试官：“索引创建的原则有哪些？”
在回答的时候，首先陈述自己在实际的工作中是怎么用的，比如我们使用的索引种类有哪些：1、主键索引 2、唯一索引 3、根据业务创建的索引（复合索引）
第三个一般是我们根据业务创建的，它有一些原则，一般说创建索引的原则的时候说的就是它（复合索引）。创建索引的原则比较多，接下来说几个比较重要的。
索引创建原则有哪些？
1、针对于数据量比较大，且查询比较频繁的表建立索引（这个表比较符合创建索引）；
那么数据量要多大呢？参考值：单表超过10万数据（增加用户体验，查询数据的时候更快），数据量更大就更符合添加索引。（这是创建索引的基本条件，真正要创建索引的是字段）
2、针对于（当前表中）常作为查询条件（where）、排序（order by）、分组（group by）操作的字段建立索引；
3、尽量选择区分度高的列作为索引，尽量建立唯一索引，区分度越高，使用索引的效率越高；
![image](/files/914afe72-fa48-413b-a176-63c88f8fb231/file-preview)
什么叫做区分度高？如图所示，这个表中有一列“address”，这里面存储的都是城市，一个城市里面可能有多个商家，那么我们按照城市去查找数据的时候，这个字段的区分度就不高，因为有很多是“北京市”，所以使用索引的效率也不高，这种情况并不是不符合，而是尽量不使用。",21
java面试八股文MySQL篇.docx,"4、如果是字符串类型的字段，字段的长度较长，可以针对于字段的特点，建立前缀索引。
![image](/files/654f6b68-7d07-4ed1-b8c4-5cb1f68fc124/file-preview)
如图所示，里面有一个字段是商品的卖点描述，如果针对当前这个字段去创建索引的话，那么存储的压力就比较大了。如果有这样的字段想要创建索引，那么可以使用前缀索引：截取前面的一部分内容作为索引就可以了。
5、尽量使用联合索引，减少单列索引，查询时，联合索引很多时候可以覆盖索引，节省存储空间，避免回表，提高查询效率。
通过查询一次索引就能一次性把所有数据都拿到，效率当然就提升了。所以一般使用索引的时候，尽量使用联合索引（复合索引）。
如图所示，表中有一个索引“tb_seller_index”，里面包含了三个字段：name、status、address，这就是典型的联合索引。
![image](/files/b6a020b2-2f68-498d-8fcf-6eae89a8f00a/file-preview)
6、要控制索引的数量，索引并不是多多益善，索引越多，维护索引结构的代价就越大，会影响增删改的效率。
假如一个表中的字段都添加了索引，那么增删改的时候都要去维护这些索引，这就得不偿失了。
7、如果索引列不能存储NULL值，请在创建表时使用NOT NULL约束它。当优化器知道每列是否包含NULL值时，它可以更好地确定哪个索引最有效地用于查询。
比如创建表时用NOT NULL约束这个字段就可以了。
总结
面试官：“索引创建原则有哪些？”
有以下七个内容，不用全部都说，要说我们实际开发过程中怎么去使用索引的，然后再说一些注意事项。",22
java面试八股文MySQL篇.docx,"比如创建表时用NOT NULL约束这个字段就可以了。
总结
面试官：“索引创建原则有哪些？”
有以下七个内容，不用全部都说，要说我们实际开发过程中怎么去使用索引的，然后再说一些注意事项。
1、数据量较大，且查询比较频繁的表（重要）；
2、常作为查询条件、排序、分组的字段（重要）；
3、字段内容区分度高；
4、内容较长，使用前缀索引；
5、尽量使用联合索引（重要）；
6、要控制索引的数量（重要）；
7、如果索引不能存储NULL值，请在创建表时使用NOT NULL约束它。
关于这七条，有几条还是必须要说的，第一条是前提，数据量大，并且这个表查询比较频繁；第二条是查询条件上、排序的字段上、分组的字段上我们需要去添加索引；第五条是尽量使用联合索引，因为可以更好地使用覆盖索引，尽量避免回表；第六条是要控制索引的数量，索引数量太多，维护成本比较高，因为增删改都要去维护这些索引的内容。
模板
面试官：“索引创建原则有哪些？”
答：“这个情况有很多，不过都有一个大前提，就是表中的数据要超过10万以上，我们才会创建索引，并且添加索引的字段是查询比较频繁的字段，一般也是像作为查询条件，排序字段或分组的字段这些。
还有就是，我们通常创建索引的时候都是使用复合索引来创建，一条sql的返回值，尽量使用覆盖索引，如果字段的区分度不高的话，我们也会把它放在组合索引后面的字段。
如果某一个字段的内容较长，我们会考虑使用前缀索引来使用，当然并不是所有的字段都要添加索引，这个索引的数量也要控制，因为添加索引也会导致新增改的速度变慢。”
什么情况下索引会失效？
前言
面试官：“什么情况下索引会失效？”
索引失效的情况有很多，可以说一些自己遇到过的，不要张口就说一堆背诵好的面试题（适当的思考一下，回想一下，更真实）。",23
java面试八股文MySQL篇.docx,"什么情况下索引会失效？
前言
面试官：“什么情况下索引会失效？”
索引失效的情况有很多，可以说一些自己遇到过的，不要张口就说一堆背诵好的面试题（适当的思考一下，回想一下，更真实）。
如图所示，给tb_seller表创建了一个联合索引，里面包含了3个字段：name、status、address（字段顺序）。
![image](/files/d1e5c737-a55b-474d-8e6e-1a47492a98da/file-preview)
索引名字是“tb_seller_index”，里面包含了3个字段：name、status、address，注意这三个字段是有顺序的，第一个是name，第二个是status，第三个是address。
接下来就结合这张表说一下索引失效的情况，回想一下以我们当前的知识能不能判断索引失效的情况。
那快读判断索引是否失效了呢？之前讲过一个关键词“执行计划explain”，这个就可以很好地判断出当前使用索引的过程中，这条sql是否失效了。
什么情况下索引会失效？
1、违反最左前缀法则；
![image](/files/d1e5c737-a55b-474d-8e6e-1a47492a98da/file-preview)
如图所示，如果索引了多列（当前的tb_seller_index包含了三个字段，要遵守最左前缀法则（如果使用了联合索引（复合索引）的话）。指的是查询从索引的最左前列开始，并且不跳过索引中的列（跳过的话有可能会导致索引失效）。匹配最左前缀法则，走索引：
先来说一下正例，下面有三条sql。",24
